dia,hora,intervalo,Hídrica,Eólica,Solar,Biomassa,Ondas,Gás Natural - Ciclo Combinado,Gás natural - Cogeração,Carvão,Outra Térmica,Importação,Exportação,Bombagem,Injeção de Baterias,Consumo Baterias,Consumo
01/01/2017,00:15,[00:00-00:15[,479.9,352.7,0.0,357.8,0.0,738.4,351.8,1756.4,40.2,1067.6,0.0,0.0,0.0,0.0,5127.5
01/01/2017,00:30,[00:15-00:30[,387.3,367.9,0.0,357.1,0.0,607.2,348.3,1754.8,40.3,1239.3,0.0,0.0,0.0,0.0,5084.5
01/01/2017,00:45,[00:30-00:45[,318.2,382.4,0.0,360.3,0.0,641.6,349.2,1755.2,39.4,1236.0,0.0,0.0,0.0,0.0,5066.1
01/01/2017,01:00,[00:45-01:00[,318.1,392.1,0.0,360.0,0.0,607.2,349.3,1755.6,39.8,1226.8,0.0,0.1,0.0,0.0,5028.9
01/01/2017,01:15,[01:00-01:15[,339.9,407.8,0.0,357.8,0.0,538.4,348.9,1756.0,39.7,1202.7,0.0,0.0,0.0,0.0,4972.4
01/01/2017,01:30,[01:15-01:30[,336.0,419.8,0.0,357.1,0.0,448.4,348.8,1756.4,39.4,1225.8,0.0,0.0,0.0,0.0,4913.2
01/01/2017,01:45,[01:30-01:45[,352.8,425.7,0.0,360.4,0.0,454.4,349.2,1756.4,39.9,1228.1,0.0,108.6,0.0,0.0,4841.4
01/01/2017,02:00,[01:45-02:00[,365.9,425.3,0.0,360.8,0.0,381.6,349.0,1756.8,40.3,1216.9,0.0,105.3,0.0,0.0,4771.9
01/01/2017,02:15,[02:00-02:15[,342.5,430.4,0.0,351.2,0.0,380.8,349.0,1757.2,39.8,1067.2,0.0,0.0,0.0,0.0,4696.4
01/01/2017,02:30,[02:15-02:30[,287.8,429.4,0.0,349.7,0.0,360.0,349.2,1756.0,38.7,1054.9,0.0,0.0,0.0,0.0,4605.5
01/01/2017,02:45,[02:30-02:45[,265.6,435.2,0.0,355.4,0.0,286.4,349.1,1754.8,39.1,1051.9,0.0,0.4,0.0,0.0,4518.0
01/01/2017,03:00,[02:45-03:00[,239.6,435.3,0.0,356.9,0.0,246.4,347.9,1758.0,39.8,1112.1,0.0,89.4,0.0,0.0,4425.0
01/01/2017,03:15,[03:00-03:15[,145.2,438.8,0.0,358.0,0.0,30.0,348.3,1756.0,39.7,1718.2,0.0,456.0,0.0,0.0,4353.9
01/01/2017,03:30,[03:15-03:30[,189.9,446.0,0.0,357.1,0.0,0.0,348.1,1754.8,38.8,1804.9,0.0,615.6,0.0,0.0,4298.9
01/01/2017,03:45,[03:30-03:45[,196.6,458.6,0.0,363.0,0.0,0.0,349.0,1756.4,40.6,1815.0,0.0,712.0,0.0,0.0,4240.4
01/01/2017,04:00,[03:45-04:00[,239.1,457.1,0.0,354.7,0.0,0.0,349.6,1757.2,40.4,1827.9,0.0,805.2,0.0,0.0,4190.2
