dia,hora,intervalo,Simples,BD,BS,TD,TS,preco_pt,preco_es
01/01/2014,00:15,[00:00-00:15[,S,V,V,V,V,10.34,10.34
01/01/2014,00:30,[00:15-00:30[,S,V,V,V,V,10.34,10.34
01/01/2014,00:45,[00:30-00:45[,S,V,V,V,V,10.34,10.34
01/01/2014,01:00,[00:45-01:00[,S,V,V,V,V,10.34,10.34
01/01/2014,01:15,[01:00-01:15[,S,V,V,V,V,5.35,5.35
01/01/2014,01:30,[01:15-01:30[,S,V,V,V,V,5.35,5.35
01/01/2014,01:45,[01:30-01:45[,S,V,V,V,V,5.35,5.35
01/01/2014,02:00,[01:45-02:00[,S,V,V,V,V,5.35,5.35
01/01/2014,02:15,[02:00-02:15[,S,V,V,V,V,5.00,5.00
01/01/2014,02:30,[02:15-02:30[,S,V,V,V,V,5.00,5.00
01/01/2014,02:45,[02:30-02:45[,S,V,V,V,V,5.00,5.00
01/01/2014,03:00,[02:45-03:00[,S,V,V,V,V,5.00,5.00
01/01/2014,03:15,[03:00-03:15[,S,V,V,V,V,0.50,0.50
01/01/2014,03:30,[03:15-03:30[,S,V,V,V,V,0.50,0.50
01/01/2014,03:45,[03:30-03:45[,S,V,V,V,V,0.50,0.50
01/01/2014,04:00,[03:45-04:00[,S,V,V,V,V,0.50,0.50
01/01/2014,04:15,[04:00-04:15[,S,V,V,V,V,0.00,0.00
01/01/2014,04:30,[04:15-04:30[,S,V,V,V,V,0.00,0.00
01/01/2014,04:45,[04:30-04:45[,S,V,V,V,V,0.00,0.00
01/01/2014,05:00,[04:45-05:00[,S,V,V,V,V,0.00,0.00
01/01/2014,05:15,[05:00-05:15[,S,V,V,V,V,0.00,0.00
01/01/2014,05:30,[05:15-05:30[,S,V,V,V,V,0.00,0.00
01/01/2014,05:45,[05:30-05:45[,S,V,V,V,V,0.00,0.00
01/01/2014,06:00,[05:45-06:00[,S,V,V,V,V,0.00,0.00
01/01/2014,06:15,[06:00-06:15[,S,V,V,V,V,0.00,0.00
01/01/2014,06:30,[06:15-06:30[,S,V,V,V,V,0.00,0.00
01/01/2014,06:45,[06:30-06:45[,S,V,V,V,V,0.00,0.00
01/01/2014,07:00,[06:45-07:00[,S,V,V,V,V,0.00,0.00
01/01/2014,07:15,[07:00-07:15[,S,V,F,V,C,0.00,0.00
01/01/2014,07:30,[07:15-07:30[,S,V,F,V,C,0.00,0.00
01/01/2014,07:45,[07:30-07:45[,S,V,F,V,C,0.00,0.00
01/01/2014,08:00,[07:45-08:00[,S,V,F,V,C,0.00,0.00
01/01/2014,08:15,[08:00-08:15[,S,F,F,C,C,0.00,0.00
01/01/2014,08:30,[08:15-08:30[,S,F,F,C,C,0.00,0.00
01/01/2014,08:45,[08:30-08:45[,S,F,F,C,C,0.00,0.00
01/01/2014,09:00,[08:45-09:00[,S,F,F,C,C,0.00,0.00
01/01/2014,09:15,[09:00-09:15[,S,F,F,P,C,2.00,2.00
01/01/2014,09:30,[09:15-09:30[,S,F,F,P,C,2.00,2.00
01/01/2014,09:45,[09:30-09:45[,S,F,F,P,P,2.00,2.00
01/01/2014,10:00,[09:45-10:00[,S,F,F,P,P,2.00,2.00
01/01/2014,10:15,[10:00-10:15[,S,F,F,P,P,4.75,4.75
01/01/2014,10:30,[10:15-10:30[,S,F,F,P,P,4.75,4.75
01/01/2014,10:45,[10:30-10:45[,S,F,F,C,P,4.75,4.75
01/01/2014,11:00,[10:45-11:00[,S,F,F,C,P,4.75,4.75
01/01/2014,11:15,[11:00-11:15[,S,F,F,C,P,5.35,5.35
01/01/2014,11:30,[11:15-11:30[,S,F,F,C,P,5.35,5.35
01/01/2014,11:45,[11:30-11:45[,S,F,F,C,P,5.35,5.35
01/01/2014,12:00,[11:45-12:00[,S,F,F,C,P,5.35,5.35
01/01/2014,12:15,[12:00-12:15[,S,F,F,C,C,4.90,4.90
01/01/2014,12:30,[12:15-12:30[,S,F,F,C,C,4.90,4.90
01/01/2014,12:45,[12:30-12:45[,S,F,F,C,C,4.90,4.90
01/01/2014,13:00,[12:45-13:00[,S,F,F,C,C,4.90,4.90
01/01/2014,13:15,[13:00-13:15[,S,F,F,C,C,0.90,0.90
01/01/2014,13:30,[13:15-13:30[,S,F,F,C,C,0.90,0.90
01/01/2014,13:45,[13:30-13:45[,S,F,F,C,C,0.90,0.90
01/01/2014,14:00,[13:45-14:00[,S,F,F,C,C,0.90,0.90
01/01/2014,14:15,[14:00-14:15[,S,F,F,C,C,0.00,0.00
01/01/2014,14:30,[14:15-14:30[,S,F,F,C,C,0.00,0.00
01/01/2014,14:45,[14:30-14:45[,S,F,F,C,C,0.00,0.00
01/01/2014,15:00,[14:45-15:00[,S,F,F,C,C,0.00,0.00
01/01/2014,15:15,[15:00-15:15[,S,F,F,C,C,0.00,0.00
01/01/2014,15:30,[15:15-15:30[,S,F,F,C,C,0.00,0.00
01/01/2014,15:45,[15:30-15:45[,S,F,F,C,C,0.00,0.00
01/01/2014,16:00,[15:45-16:00[,S,F,F,C,C,0.00,0.00
01/01/2014,16:15,[16:00-16:15[,S,F,F,C,C,0.00,0.00
01/01/2014,16:30,[16:15-16:30[,S,F,F,C,C,0.00,0.00
01/01/2014,16:45,[16:30-16:45[,S,F,F,C,C,0.00,0.00
01/01/2014,17:00,[16:45-17:00[,S,F,F,C,C,0.00,0.00
01/01/2014,17:15,[17:00-17:15[,S,F,F,C,C,5.00,5.00
01/01/2014,17:30,[17:15-17:30[,S,F,F,C,C,5.00,5.00
01/01/2014,17:45,[17:30-17:45[,S,F,F,C,C,5.00,5.00
01/01/2014,18:00,[17:45-18:00[,S,F,F,C,C,5.00,5.00
01/01/2014,18:15,[18:00-18:15[,S,F,F,P,C,7.80,7.80
01/01/2014,18:30,[18:15-18:30[,S,F,F,P,C,7.80,7.80
01/01/2014,18:45,[18:30-18:45[,S,F,F,P,P,7.80,7.80
01/01/2014,19:00,[18:45-19:00[,S,F,F,P,P,7.80,7.80
01/01/2014,19:15,[19:00-19:15[,S,F,F,P,P,18.90,18.90
01/01/2014,19:30,[19:15-19:30[,S,F,F,P,P,18.90,18.90
01/01/2014,19:45,[19:30-19:45[,S,F,F,P,P,18.90,18.90
01/01/2014,20:00,[19:45-20:00[,S,F,F,P,P,18.90,18.90
01/01/2014,20:15,[20:00-20:15[,S,F,F,P,P,20.00,20.00
01/01/2014,20:30,[20:15-20:30[,S,F,F,P,P,20.00,20.00
01/01/2014,20:45,[20:30-20:45[,S,F,F,C,P,20.00,20.00
01/01/2014,21:00,[20:45-21:00[,S,F,F,C,P,20.00,20.00
01/01/2014,21:15,[21:00-21:15[,S,F,F,C,C,20.00,20.00
